name,perc_no_hc,perc_hc
"Pierce County, Nebraska",0.080770866,0.919229134
"Platte County, Nebraska",0.10640942,0.89359058
"Polk County, Nebraska",0.089803013,0.910196987
"Red Willow County, Nebraska",0.097504191,0.902495809
"Richardson County, Nebraska",0.077867328,0.922132672
"Rock County, Nebraska",0.137464387,0.862535613
"Saline County, Nebraska",0.109193353,0.890806647
"Sarpy County, Nebraska",0.071637093,0.928362907
"Saunders County, Nebraska",0.070751737,0.929248263
"Scotts Bluff County, Nebraska",0.150521034,0.849478966
"Seward County, Nebraska",0.063168008,0.936831992
"Sheridan County, Nebraska",0.166698492,0.833301508
"Sherman County, Nebraska",0.075742736,0.924257264
"Sioux County, Nebraska",0.115715403,0.884284597
"Stanton County, Nebraska",0.112095848,0.887904152
"Thayer County, Nebraska",0.078676179,0.921323821
"Thomas County, Nebraska",0.093708166,0.906291834
"Thurston County, Nebraska",0.296371849,0.703628151
"Valley County, Nebraska",0.131784783,0.868215217
"Washington County, Nebraska",0.070448536,0.929551464
"Wayne County, Nebraska",0.087260405,0.912739595
"Webster County, Nebraska",0.108965517,0.891034483
"Wheeler County, Nebraska",0.10259434,0.89740566
"York County, Nebraska",0.077177923,0.922822077
"Churchill County, Nevada",0.17628765,0.82371235
"Clark County, Nevada",0.208997919,0.791002081
"Douglas County, Nevada",0.143896593,0.856103407
"Elko County, Nevada",0.167867564,0.832132436
"Esmeralda County, Nevada",0.250731707,0.749268293
"Eureka County, Nevada",0.224068768,0.775931232
"Humboldt County, Nevada",0.204112038,0.795887962
"Lander County, Nevada",0.168137089,0.831862911
"Lincoln County, Nevada",0.196428571,0.803571429
"Lyon County, Nevada",0.189191832,0.810808168
"Mineral County, Nevada",0.201591512,0.798408488
"Nye County, Nevada",0.200431945,0.799568055
"Pershing County, Nevada",0.199958898,0.800041102
"Storey County, Nevada",0.184324738,0.815675262
"Washoe County, Nevada",0.193812231,0.806187769
"White Pine County, Nevada",0.156218684,0.843781316
"Carson City, Nevada",0.186181804,0.813818196
"Belknap County, New Hampshire",0.11889322,0.88110678
"Carroll County, New Hampshire",0.151760369,0.848239631
"Cheshire County, New Hampshire",0.108745237,0.891254763
"Coos County, New Hampshire",0.142857143,0.857142857
"Grafton County, New Hampshire",0.117444512,0.882555488
"Hillsborough County, New Hampshire",0.095689342,0.904310658
"Merrimack County, New Hampshire",0.097204349,0.902795651
"Rockingham County, New Hampshire",0.084360616,0.915639384
"Strafford County, New Hampshire",0.119288123,0.880711877
"Sullivan County, New Hampshire",0.120853744,0.879146256
"Atlantic County, New Jersey",0.136636863,0.863363137
"Bergen County, New Jersey",0.121653195,0.878346805
"Burlington County, New Jersey",0.074231099,0.925768901
"Camden County, New Jersey",0.117032696,0.882967304
"Cape May County, New Jersey",0.093354582,0.906645418
"Cumberland County, New Jersey",0.152879653,0.847120347
"Essex County, New Jersey",0.16990763,0.83009237
"Gloucester County, New Jersey",0.081675353,0.918324647
"Hudson County, New Jersey",0.211996702,0.788003298
"Hunterdon County, New Jersey",0.051032608,0.948967392
"Mercer County, New Jersey",0.112724808,0.887275192
"Middlesex County, New Jersey",0.125668292,0.874331708
"Monmouth County, New Jersey",0.096364407,0.903635593
"Morris County, New Jersey",0.080239778,0.919760222
"Ocean County, New Jersey",0.090376999,0.909623001
"Passaic County, New Jersey",0.179024896,0.820975104
"Salem County, New Jersey",0.108530019,0.891469981
"Somerset County, New Jersey",0.085218714,0.914781286
"Sussex County, New Jersey",0.08795507,0.91204493
"Union County, New Jersey",0.157119004,0.842880996
"Warren County, New Jersey",0.092831753,0.907168247
"Bernalillo County, New Mexico",0.157952804,0.842047196
"Catron County, New Mexico",0.230853994,0.769146006
"Chaves County, New Mexico",0.186522429,0.813477571
"Cibola County, New Mexico",0.244617553,0.755382447
"Colfax County, New Mexico",0.155157582,0.844842418
"Curry County, New Mexico",0.165546834,0.834453166
"De Baca County, New Mexico",0.17628866,0.82371134
"Do_a Ana County, New Mexico",0.198204736,0.801795264
"Eddy County, New Mexico",0.148096299,0.851903701
"Grant County, New Mexico",0.110780618,0.889219382
"Guadalupe County, New Mexico",0.118255169,0.881744831
"Harding County, New Mexico",0.123853211,0.876146789
"Hidalgo County, New Mexico",0.18366465,0.81633535
"Lea County, New Mexico",0.217921015,0.782078985
"Lincoln County, New Mexico",0.143135784,0.856864216
"Los Alamos County, New Mexico",0.052395629,0.947604371
"Luna County, New Mexico",0.219123506,0.780876494
"McKinley County, New Mexico",0.347010406,0.652989594
"Mora County, New Mexico",0.203727234,0.796272766
"Otero County, New Mexico",0.177816728,0.822183272
"Quay County, New Mexico",0.140541158,0.859458842
"Rio Arriba County, New Mexico",0.213913131,0.786086869
"Roosevelt County, New Mexico",0.172006316,0.827993684
"Sandoval County, New Mexico",0.133743417,0.866256583
"San Juan County, New Mexico",0.255505454,0.744494546
"San Miguel County, New Mexico",0.184770318,0.815229682
"Santa Fe County, New Mexico",0.187031142,0.812968858
"Sierra County, New Mexico",0.197048611,0.802951389
"Socorro County, New Mexico",0.16112824,0.83887176
"Taos County, New Mexico",0.180440561,0.819559439
"Torrance County, New Mexico",0.175699704,0.824300296
"Union County, New Mexico",0.183836819,0.816163181
"Valencia County, New Mexico",0.150262046,0.849737954
"Albany County, New York",0.068213298,0.931786702
"Allegany County, New York",0.098346969,0.901653031
"Bronx County, New York",0.147661724,0.852338276
"Broome County, New York",0.079552127,0.920447873
"Cattaraugus County, New York",0.112168074,0.887831926
"Cayuga County, New York",0.094562493,0.905437507
"Chautauqua County, New York",0.086223757,0.913776243
"Chemung County, New York",0.075212867,0.924787133
"Chenango County, New York",0.092579821,0.907420179
"Clinton County, New York",0.062030343,0.937969657
"Columbia County, New York",0.080881505,0.919118495
"Cortland County, New York",0.076518991,0.923481009
"Delaware County, New York",0.096872387,0.903127613
"Dutchess County, New York",0.085280979,0.914719021
"Erie County, New York",0.063760328,0.936239672
"Essex County, New York",0.092768066,0.907231934
"Franklin County, New York",0.112901491,0.887098509
"Fulton County, New York",0.104238642,0.895761358
"Genesee County, New York",0.088594102,0.911405898
"Greene County, New York",0.087517556,0.912482444
"Hamilton County, New York",0.093717167,0.906282833
"Herkimer County, New York",0.090151825,0.909848175
"Jefferson County, New York",0.086428665,0.913571335
"Kings County, New York",0.131133124,0.868866876
"Lewis County, New York",0.106106443,0.893893557
"Livingston County, New York",0.060676031,0.939323969
"Madison County, New York",0.065241845,0.934758155
"Monroe County, New York",0.067166012,0.932833988
"Montgomery County, New York",0.106895991,0.893104009
"Nassau County, New York",0.084345089,0.915654911
"New York County, New York",0.097750653,0.902249347
"Niagara County, New York",0.071945557,0.928054443
"Oneida County, New York",0.069235681,0.930764319
"Onondaga County, New York",0.077355676,0.922644324
"Ontario County, New York",0.078778671,0.921221329
"Orange County, New York",0.090239239,0.909760761
"Orleans County, New York",0.096459865,0.903540135
"Oswego County, New York",0.084876926,0.915123074
"Otsego County, New York",0.084259093,0.915740907
"Putnam County, New York",0.086635238,0.913364762
"Queens County, New York",0.170549502,0.829450498
"Rensselaer County, New York",0.064324815,0.935675185
"Richmond County, New York",0.075986665,0.924013335
"Rockland County, New York",0.095101522,0.904898478
"St. Lawrence County, New York",0.111073194,0.888926806
"Saratoga County, New York",0.057037517,0.942962483
"Schenectady County, New York",0.078750212,0.921249788
"Schoharie County, New York",0.074759345,0.925240655
"Schuyler County, New York",0.10780134,0.89219866
"Seneca County, New York",0.111384843,0.888615157
"Steuben County, New York",0.107671216,0.892328784
"Suffolk County, New York",0.092819373,0.907180627
"Sullivan County, New York",0.127738105,0.872261895
"Tioga County, New York",0.081694584,0.918305416
"Tompkins County, New York",0.058278431,0.941721569
"Ulster County, New York",0.103407019,0.896592981
"Warren County, New York",0.088575929,0.911424071
"Washington County, New York",0.104989292,0.895010708
"Wayne County, New York",0.090121544,0.909878456
"Westchester County, New York",0.104757027,0.895242973
"Wyoming County, New York",0.078558055,0.921441945
"Yates County, New York",0.19556484,0.80443516
"Alamance County, North Carolina",0.162375913,0.837624087
"Alexander County, North Carolina",0.131324836,0.868675164
"Alleghany County, North Carolina",0.202810131,0.797189869
"Anson County, North Carolina",0.193081684,0.806918316
"Ashe County, North Carolina",0.174969353,0.825030647
"Avery County, North Carolina",0.201908589,0.798091411
"Beaufort County, North Carolina",0.153903173,0.846096827
"Bertie County, North Carolina",0.151044072,0.848955928
"Bladen County, North Carolina",0.175151744,0.824848256
"Brunswick County, North Carolina",0.154413864,0.845586136
"Buncombe County, North Carolina",0.161384543,0.838615457
"Burke County, North Carolina",0.155424485,0.844575515
"Cabarrus County, North Carolina",0.148674139,0.851325861
"Caldwell County, North Carolina",0.167245071,0.832754929
"Camden County, North Carolina",0.093859561,0.906140439
"Carteret County, North Carolina",0.168370433,0.831629567
"Caswell County, North Carolina",0.155816771,0.844183229
"Catawba County, North Carolina",0.149635823,0.850364177
"Chatham County, North Carolina",0.141302351,0.858697649
"Cherokee County, North Carolina",0.212833191,0.787166809
"Chowan County, North Carolina",0.139642758,0.860357242
"Clay County, North Carolina",0.232659645,0.767340355
"Cleveland County, North Carolina",0.150416018,0.849583982
"Columbus County, North Carolina",0.191698306,0.808301694
"Craven County, North Carolina",0.153817593,0.846182407
"Cumberland County, North Carolina",0.140701508,0.859298492
"Currituck County, North Carolina",0.173474512,0.826525488
"Dare County, North Carolina",0.187403547,0.812596453
"Davidson County, North Carolina",0.145643733,0.854356267
"Davie County, North Carolina",0.137355271,0.862644729
"Duplin County, North Carolina",0.22800306,0.77199694
"Durham County, North Carolina",0.157585869,0.842414131
"Edgecombe County, North Carolina",0.183566209,0.816433791
"Forsyth County, North Carolina",0.152009307,0.847990693
"Franklin County, North Carolina",0.168872262,0.831127738
"Gaston County, North Carolina",0.172003451,0.827996549
"Gates County, North Carolina",0.122075712,0.877924288
"Graham County, North Carolina",0.234639462,0.765360538
"Granville County, North Carolina",0.137344072,0.862655928
"Greene County, North Carolina",0.173951412,0.826048588
"Guilford County, North Carolina",0.153910197,0.846089803
"Halifax County, North Carolina",0.151100581,0.848899419
"Harnett County, North Carolina",0.154751311,0.845248689
"Haywood County, North Carolina",0.161667009,0.838332991
"Henderson County, North Carolina",0.161420508,0.838579492
"Hertford County, North Carolina",0.148634713,0.851365287
"Hoke County, North Carolina",0.140714707,0.859285293
"Hyde County, North Carolina",0.233195348,0.766804652
"Iredell County, North Carolina",0.139128982,0.860871018
"Jackson County, North Carolina",0.179789798,0.820210202
"Johnston County, North Carolina",0.159646434,0.840353566
"Jones County, North Carolina",0.175415878,0.824584122
"Lee County, North Carolina",0.180070535,0.819929465
"Lenoir County, North Carolina",0.175905853,0.824094147
"Lincoln County, North Carolina",0.147995208,0.852004792
"McDowell County, North Carolina",0.146822697,0.853177303
"Macon County, North Carolina",0.206653166,0.793346834
"Madison County, North Carolina",0.139071249,0.860928751
"Martin County, North Carolina",0.183931194,0.816068806
"Mecklenburg County, North Carolina",0.162111334,0.837888666
"Mitchell County, North Carolina",0.144723024,0.855276976
"Montgomery County, North Carolina",0.186567724,0.813432276
"Moore County, North Carolina",0.125435461,0.874564539
"Nash County, North Carolina",0.151415552,0.848584448
"New Hanover County, North Carolina",0.150030881,0.849969119
"Northampton County, North Carolina",0.157743879,0.842256121
"Onslow County, North Carolina",0.135563008,0.864436992
"Orange County, North Carolina",0.109871911,0.890128089
"Pamlico County, North Carolina",0.165515025,0.834484975
"Pasquotank County, North Carolina",0.16874741,0.83125259
"Pender County, North Carolina",0.171251431,0.828748569
"Perquimans County, North Carolina",0.174876847,0.825123153
"Person County, North Carolina",0.148971193,0.851028807
"Pitt County, North Carolina",0.145226542,0.854773458
"Polk County, North Carolina",0.140060766,0.859939234
"Randolph County, North Carolina",0.170471529,0.829528471
"Richmond County, North Carolina",0.182218075,0.817781925
"Robeson County, North Carolina",0.215374865,0.784625135
"Rockingham County, North Carolina",0.137223459,0.862776541
"Rowan County, North Carolina",0.169182706,0.830817294
"Rutherford County, North Carolina",0.165500778,0.834499222
"Sampson County, North Carolina",0.193528993,0.806471007
"Scotland County, North Carolina",0.157195593,0.842804407
"Stanly County, North Carolina",0.142248593,0.857751407
"Stokes County, North Carolina",0.128895398,0.871104602
"Surry County, North Carolina",0.173677107,0.826322893
"Swain County, North Carolina",0.260913413,0.739086587
"Transylvania County, North Carolina",0.182128681,0.817871319
"Tyrrell County, North Carolina",0.242232609,0.757767391
"Union County, North Carolina",0.131726646,0.868273354
"Vance County, North Carolina",0.166647958,0.833352042
"Wake County, North Carolina",0.12832868,0.87167132
"Warren County, North Carolina",0.165679275,0.834320725
"Washington County, North Carolina",0.156542976,0.843457024
"Watauga County, North Carolina",0.115581296,0.884418704
"Wayne County, North Carolina",0.161292758,0.838707242
"Wilkes County, North Carolina",0.164828234,0.835171766
"Wilson County, North Carolina",0.189456527,0.810543473
"Yadkin County, North Carolina",0.145665749,0.854334251
"Yancey County, North Carolina",0.169651542,0.830348458
"Adams County, North Dakota",0.090074333,0.909925667
"Barnes County, North Dakota",0.067021667,0.932978333
"Benson County, North Dakota",0.197360617,0.802639383
"Billings County, North Dakota",0.121637427,0.878362573
"Bottineau County, North Dakota",0.098717146,0.901282854
"Bowman County, North Dakota",0.065300896,0.934699104
"Burke County, North Dakota",0.127798507,0.872201493
"Burleigh County, North Dakota",0.074762475,0.925237525
"Cass County, North Dakota",0.088011578,0.911988422
"Cavalier County, North Dakota",0.044456067,0.955543933
"Dickey County, North Dakota",0.094113014,0.905886986
"Divide County, North Dakota",0.087254454,0.912745546
"Dunn County, North Dakota",0.152784875,0.847215125
"Eddy County, North Dakota",0.064319861,0.935680139
"Emmons County, North Dakota",0.066103669,0.933896331
"Foster County, North Dakota",0.073074591,0.926925409
"Golden Valley County, North Dakota",0.135196805,0.864803195
"Grand Forks County, North Dakota",0.080313964,0.919686036
"Grant County, North Dakota",0.109435588,0.890564412
"Griggs County, North Dakota",0.090106007,0.909893993
"Hettinger County, North Dakota",0.074927954,0.925072046
"Kidder County, North Dakota",0.110790774,0.889209226
"LaMoure County, North Dakota",0.07324291,0.92675709
"Logan County, North Dakota",0.059353471,0.940646529
"McHenry County, North Dakota",0.122959546,0.877040454
"McIntosh County, North Dakota",0.056886228,0.943113772
"McKenzie County, North Dakota",0.205882353,0.794117647
"McLean County, North Dakota",0.097882146,0.902117854
"Mercer County, North Dakota",0.080047506,0.919952494
"Morton County, North Dakota",0.060952449,0.939047551
"Mountrail County, North Dakota",0.176027794,0.823972206
"Nelson County, North Dakota",0.093770931,0.906229069
"Oliver County, North Dakota",0.097707424,0.902292576
"Pembina County, North Dakota",0.072379603,0.927620397
"Pierce County, North Dakota",0.09745662,0.90254338
"Ramsey County, North Dakota",0.111151274,0.888848726
"Ransom County, North Dakota",0.067524116,0.932475884
"Renville County, North Dakota",0.067583974,0.932416026
"Richland County, North Dakota",0.067580985,0.932419015
"Rolette County, North Dakota",0.334107545,0.665892455
"Sargent County, North Dakota",0.042592109,0.957407891
"Sheridan County, North Dakota",0.084848485,0.915151515
"Sioux County, North Dakota",0.316393443,0.683606557
"Slope County, North Dakota",0.08951049,0.91048951
"Stark County, North Dakota",0.089971778,0.910028222
"Steele County, North Dakota",0.098385469,0.901614531
"Stutsman County, North Dakota",0.093642995,0.906357005
"Towner County, North Dakota",0.071904128,0.928095872
"Traill County, North Dakota",0.058171745,0.941828255
"Walsh County, North Dakota",0.088416598,0.911583402
"Ward County, North Dakota",0.095848234,0.904151766
"Wells County, North Dakota",0.086956522,0.913043478
"Williams County, North Dakota",0.094006875,0.905993125
"Adams County, Ohio",0.17056499,0.82943501
"Allen County, Ohio",0.11275797,0.88724203
"Ashland County, Ohio",0.142982006,0.857017994
"Ashtabula County, Ohio",0.128711343,0.871288657
"Athens County, Ohio",0.093337695,0.906662305
"Auglaize County, Ohio",0.076252675,0.923747325
"Belmont County, Ohio",0.106288174,0.893711826
"Brown County, Ohio",0.126425012,0.873574988
"Butler County, Ohio",0.097790812,0.902209188
"Carroll County, Ohio",0.142159292,0.857840708
"Champaign County, Ohio",0.097713629,0.902286371
"Clark County, Ohio",0.111020071,0.888979929
"Clermont County, Ohio",0.098952499,0.901047501
"Clinton County, Ohio",0.112423615,0.887576385
"Columbiana County, Ohio",0.12335879,0.87664121
"Coshocton County, Ohio",0.16153487,0.83846513
"Crawford County, Ohio",0.104779152,0.895220848
"Cuyahoga County, Ohio",0.108202854,0.891797146
"Darke County, Ohio",0.107650252,0.892349748
"Defiance County, Ohio",0.108637485,0.891362515
"Delaware County, Ohio",0.047070991,0.952929009
"Erie County, Ohio",0.106061008,0.893938992
"Fairfield County, Ohio",0.081699728,0.918300272
"Fayette County, Ohio",0.143915083,0.856084917
"Franklin County, Ohio",0.124406787,0.875593213
"Fulton County, Ohio",0.068914817,0.931085183
"Gallia County, Ohio",0.151314489,0.848685511
"Geauga County, Ohio",0.113972679,0.886027321
"Greene County, Ohio",0.083113216,0.916886784
"Guernsey County, Ohio",0.127639546,0.872360454
"Hamilton County, Ohio",0.108288607,0.891711393
"Hancock County, Ohio",0.103692572,0.896307428
"Hardin County, Ohio",0.119225415,0.880774585
"Harrison County, Ohio",0.111298155,0.888701845
"Henry County, Ohio",0.082807372,0.917192628
"Highland County, Ohio",0.165115357,0.834884643
"Hocking County, Ohio",0.130139636,0.869860364
"Holmes County, Ohio",0.436647955,0.563352045
"Huron County, Ohio",0.106825078,0.893174922
"Jackson County, Ohio",0.123923636,0.876076364
"Jefferson County, Ohio",0.104996016,0.895003984
"Knox County, Ohio",0.14851567,0.85148433
"Lake County, Ohio",0.090329469,0.909670531
"Lawrence County, Ohio",0.114469088,0.885530912
"Licking County, Ohio",0.099562941,0.900437059
"Logan County, Ohio",0.136905684,0.863094316
"Lorain County, Ohio",0.089541947,0.910458053
"Lucas County, Ohio",0.115859462,0.884140538
"Madison County, Ohio",0.121523486,0.878476514
"Mahoning County, Ohio",0.102563545,0.897436455
"Marion County, Ohio",0.124152977,0.875847023
"Medina County, Ohio",0.078219138,0.921780862
"Meigs County, Ohio",0.140661787,0.859338213
"Mercer County, Ohio",0.079619095,0.920380905
"Miami County, Ohio",0.099071359,0.900928641
"Monroe County, Ohio",0.116079463,0.883920537
"Montgomery County, Ohio",0.115032444,0.884967556
"Morgan County, Ohio",0.134378802,0.865621198
"Morrow County, Ohio",0.110825561,0.889174439
"Muskingum County, Ohio",0.120855087,0.879144913
"Noble County, Ohio",0.128932655,0.871067345
"Ottawa County, Ohio",0.094827375,0.905172625
"Paulding County, Ohio",0.080721698,0.919278302
"Perry County, Ohio",0.120703169,0.879296831
"Pickaway County, Ohio",0.09802003,0.90197997
"Pike County, Ohio",0.146657183,0.853342817
"Portage County, Ohio",0.096443855,0.903556145
"Preble County, Ohio",0.108586284,0.891413716
"Putnam County, Ohio",0.04620093,0.95379907
"Richland County, Ohio",0.119008904,0.880991096
"Ross County, Ohio",0.12372931,0.87627069
"Sandusky County, Ohio",0.100263233,0.899736767
"Scioto County, Ohio",0.14268536,0.85731464
"Seneca County, Ohio",0.096658517,0.903341483
"Shelby County, Ohio",0.085909455,0.914090545
"Stark County, Ohio",0.102659872,0.897340128
"Summit County, Ohio",0.102398935,0.897601065
"Trumbull County, Ohio",0.123790742,0.876209258
"Tuscarawas County, Ohio",0.12686176,0.87313824
"Union County, Ohio",0.08025286,0.91974714
"Van Wert County, Ohio",0.105471372,0.894528628
"Vinton County, Ohio",0.116092995,0.883907005
"Warren County, Ohio",0.065141967,0.934858033
"Washington County, Ohio",0.107835876,0.892164124
"Wayne County, Ohio",0.148282225,0.851717775
"Williams County, Ohio",0.1029978,0.8970022
"Wood County, Ohio",0.074581263,0.925418737
"Wyandot County, Ohio",0.094264878,0.905735122
"Adair County, Oklahoma",0.282752417,0.717247583
"Alfalfa County, Oklahoma",0.14942283,0.85057717
"Atoka County, Oklahoma",0.230634782,0.769365218
"Beaver County, Oklahoma",0.164005806,0.835994194
"Beckham County, Oklahoma",0.183886839,0.816113161
"Blaine County, Oklahoma",0.151883053,0.848116947
"Bryan County, Oklahoma",0.212665385,0.787334615
"Caddo County, Oklahoma",0.243888573,0.756111427
"Canadian County, Oklahoma",0.114593763,0.885406237
"Carter County, Oklahoma",0.176386615,0.823613385
"Cherokee County, Oklahoma",0.259887125,0.740112875
"Choctaw County, Oklahoma",0.228876292,0.771123708
"Cimarron County, Oklahoma",0.175647009,0.824352991
"Cleveland County, Oklahoma",0.128727943,0.871272057
"Coal County, Oklahoma",0.227562446,0.772437554
"Comanche County, Oklahoma",0.165565509,0.834434491
"Cotton County, Oklahoma",0.170520712,0.829479288
"Craig County, Oklahoma",0.200898268,0.799101732
"Creek County, Oklahoma",0.1833028,0.8166972
"Custer County, Oklahoma",0.204364726,0.795635274
"Delaware County, Oklahoma",0.205890959,0.794109041
"Dewey County, Oklahoma",0.173525668,0.826474332
"Ellis County, Oklahoma",0.094969325,0.905030675
"Garfield County, Oklahoma",0.150311081,0.849688919
"Garvin County, Oklahoma",0.193431868,0.806568132
"Grady County, Oklahoma",0.161565241,0.838434759
"Grant County, Oklahoma",0.118999324,0.881000676
"Greer County, Oklahoma",0.195402299,0.804597701
"Harmon County, Oklahoma",0.152040448,0.847959552
"Harper County, Oklahoma",0.172228202,0.827771798
"Haskell County, Oklahoma",0.246333621,0.753666379
"Hughes County, Oklahoma",0.2312741,0.7687259
"Jackson County, Oklahoma",0.156764205,0.843235795
"Jefferson County, Oklahoma",0.200289343,0.799710657
"Johnston County, Oklahoma",0.216543006,0.783456994
"Kay County, Oklahoma",0.180765056,0.819234944
"Kingfisher County, Oklahoma",0.137655595,0.862344405
"Kiowa County, Oklahoma",0.187847715,0.812152285
"Latimer County, Oklahoma",0.223529412,0.776470588
"Le Flore County, Oklahoma",0.238766916,0.761233084
"Lincoln County, Oklahoma",0.171526082,0.828473918
"Logan County, Oklahoma",0.167120255,0.832879745
"Love County, Oklahoma",0.147387273,0.852612727
"McClain County, Oklahoma",0.14169779,0.85830221
"McCurtain County, Oklahoma",0.233689169,0.766310831
"McIntosh County, Oklahoma",0.199630499,0.800369501
"Major County, Oklahoma",0.163612393,0.836387607
"Marshall County, Oklahoma",0.214362817,0.785637183
"Mayes County, Oklahoma",0.206724384,0.793275616
"Murray County, Oklahoma",0.203661844,0.796338156
"Muskogee County, Oklahoma",0.209642398,0.790357602
"Noble County, Oklahoma",0.121631143,0.878368857
"Nowata County, Oklahoma",0.180966184,0.819033816
"Okfuskee County, Oklahoma",0.206308535,0.793691465
"Oklahoma County, Oklahoma",0.187517774,0.812482226
"Okmulgee County, Oklahoma",0.17424087,0.82575913
"Osage County, Oklahoma",0.158978991,0.841021009
"Ottawa County, Oklahoma",0.19333839,0.80666161
"Pawnee County, Oklahoma",0.18269348,0.81730652
"Payne County, Oklahoma",0.144950153,0.855049847
"Pittsburg County, Oklahoma",0.197047303,0.802952697
"Pontotoc County, Oklahoma",0.204852112,0.795147888
"Pottawatomie County, Oklahoma",0.171156177,0.828843823
"Pushmataha County, Oklahoma",0.250716332,0.749283668
"Roger Mills County, Oklahoma",0.142818647,0.857181353
"Rogers County, Oklahoma",0.130668708,0.869331292
"Seminole County, Oklahoma",0.226137271,0.773862729
"Sequoyah County, Oklahoma",0.240418792,0.759581208
"Stephens County, Oklahoma",0.162784919,0.837215081
"Texas County, Oklahoma",0.201657071,0.798342929
"Tillman County, Oklahoma",0.167761835,0.832238165
"Tulsa County, Oklahoma",0.175604622,0.824395378
"Wagoner County, Oklahoma",0.153606531,0.846393469
"Washington County, Oklahoma",0.152818208,0.847181792
"Washita County, Oklahoma",0.147743177,0.852256823
"Woods County, Oklahoma",0.125318761,0.874681239
"Woodward County, Oklahoma",0.129495308,0.870504692
"Baker County, Oregon",0.121904273,0.878095727
"Benton County, Oregon",0.100463967,0.899536033
"Clackamas County, Oregon",0.111441513,0.888558487
"Clatsop County, Oregon",0.160748587,0.839251413
"Columbia County, Oregon",0.118251718,0.881748282
"Coos County, Oregon",0.142632747,0.857367253
"Crook County, Oregon",0.154043211,0.845956789
"Curry County, Oregon",0.142284118,0.857715882
"Deschutes County, Oregon",0.166800039,0.833199961
"Douglas County, Oregon",0.142566,0.857434
"Gilliam County, Oregon",0.173981191,0.826018809
"Grant County, Oregon",0.144027778,0.855972222
"Harney County, Oregon",0.150356993,0.849643007
"Hood River County, Oregon",0.173928476,0.826071524
"Jackson County, Oregon",0.172047878,0.827952122
"Jefferson County, Oregon",0.200227964,0.799772036
"Josephine County, Oregon",0.148760029,0.851239971
"Klamath County, Oregon",0.153827357,0.846172643
"Lake County, Oregon",0.162100148,0.837899852
"Lane County, Oregon",0.148073677,0.851926323
"Lincoln County, Oregon",0.17453736,0.82546264
"Linn County, Oregon",0.140611703,0.859388297
"Malheur County, Oregon",0.193699996,0.806300004
"Marion County, Oregon",0.16509758,0.83490242
"Morrow County, Oregon",0.171647783,0.828352217
"Multnomah County, Oregon",0.145603687,0.854396313
"Polk County, Oregon",0.11356164,0.88643836
"Sherman County, Oregon",0.169273743,0.830726257
"Tillamook County, Oregon",0.13909224,0.86090776
"Umatilla County, Oregon",0.172755051,0.827244949
"Union County, Oregon",0.149266643,0.850733357
"Wallowa County, Oregon",0.144744568,0.855255432
"Wasco County, Oregon",0.190521973,0.809478027
"Washington County, Oregon",0.130294675,0.869705325
"Wheeler County, Oregon",0.120356612,0.879643388
"Yamhill County, Oregon",0.138113008,0.861886992
"Adams County, Pennsylvania",0.093630605,0.906369395
"Allegheny County, Pennsylvania",0.074781986,0.925218014
"Armstrong County, Pennsylvania",0.084768759,0.915231241
"Beaver County, Pennsylvania",0.074014553,0.925985447
"Bedford County, Pennsylvania",0.112505382,0.887494618
"Berks County, Pennsylvania",0.100562629,0.899437371
"Blair County, Pennsylvania",0.093507907,0.906492093
"Bradford County, Pennsylvania",0.116574827,0.883425173
"Bucks County, Pennsylvania",0.062769547,0.937230453
"Butler County, Pennsylvania",0.069011357,0.930988643
"Cambria County, Pennsylvania",0.07665582,0.92334418
"Cameron County, Pennsylvania",0.082651391,0.917348609
"Carbon County, Pennsylvania",0.105416706,0.894583294
"Centre County, Pennsylvania",0.069514495,0.930485505
"Chester County, Pennsylvania",0.081051549,0.918948451
"Clarion County, Pennsylvania",0.09994106,0.90005894
"Clearfield County, Pennsylvania",0.102446803,0.897553197
"Clinton County, Pennsylvania",0.107967371,0.892032629
"Columbia County, Pennsylvania",0.070226752,0.929773248
"Crawford County, Pennsylvania",0.133736731,0.866263269
"Cumberland County, Pennsylvania",0.072504171,0.927495829
"Dauphin County, Pennsylvania",0.10001803,0.89998197
"Delaware County, Pennsylvania",0.085766407,0.914233593
"Elk County, Pennsylvania",0.067340606,0.932659394
"Erie County, Pennsylvania",0.089275318,0.910724682
"Fayette County, Pennsylvania",0.105423716,0.894576284
"Forest County, Pennsylvania",0.087432968,0.912567032
"Franklin County, Pennsylvania",0.125936692,0.874063308
"Fulton County, Pennsylvania",0.098367347,0.901632653
"Greene County, Pennsylvania",0.089053697,0.910946303
"Huntingdon County, Pennsylvania",0.094470812,0.905529188
"Indiana County, Pennsylvania",0.11585668,0.88414332
"Jefferson County, Pennsylvania",0.111243669,0.888756331
"Juniata County, Pennsylvania",0.151252959,0.848747041
"Lackawanna County, Pennsylvania",0.089734025,0.910265975
"Lancaster County, Pennsylvania",0.131516535,0.868483465
"Lawrence County, Pennsylvania",0.090255798,0.909744202
"Lebanon County, Pennsylvania",0.112889928,0.887110072
"Lehigh County, Pennsylvania",0.1074679,0.8925321
"Luzerne County, Pennsylvania",0.094098394,0.905901606
"Lycoming County, Pennsylvania",0.098585109,0.901414891
"McKean County, Pennsylvania",0.08963106,0.91036894
"Mercer County, Pennsylvania",0.095483491,0.904516509
